title,studio,domestic_gross,foreign_gross,year,matched_title,similarity
Captive (2015) 2015,Par.,2600000.0,218000,2015,Captive 2012,77
He Named Me Malala 2015,FoxS,2700000.0,97100,2015,He Named Me Malala 2015,100
Youth 2015,FoxS,2700000.0,,2015,Youth 2015,100
Chi-Raq 2015,RAtt.,2700000.0,,2015,Chi-Raq 2015,100
Truth 2015,SPC,2500000.0,,2015,Truth 2015,100
Mistress America 2015,FoxS,2500000.0,,2015,Mistress America 2015,100
Jem and the Holograms 2015,Uni.,2200000.0,149000,2015,Jem and the Holograms 2015,100
Beloved Sisters 2015,MBox,54000.0,2200000,2015,Beloved Sisters 2014,95
The Riot Club 2015,IFC,7700.0,2100000,2015,The Riot Club 2014,94
Tamasha 2015,UTV,2100000.0,,2015,Thamaasha 2019,85
Cake 2015,CLF,2000000.0,,2015,Cake 2014,89
Assassination (2015) 2015,WGUSA,1900000.0,,2015,Assassination 2015,84
Clouds of Sils Maria 2015,IFC,1900000.0,,2015,Clouds of Sils Maria 2014,96
Testament of Youth 2015,SPC,1800000.0,,2015,Testament of Youth 2014,96
Piku 2015,Yash,1800000.0,,2015,Piku 2015,100
The Vatican Tapes 2015,LGF,1800000.0,,2015,The Vatican Tapes 2015,100
Son of Saul 2015,SPC,1800000.0,,2015,Son of Saul 2015,100
Janis: Little Girl Blue 2015,FR,410000.0,1200000,2015,Janis: Little Girl Blue 2015,100
'71 2015,RAtt.,1300000.0,355000,2015,'71 2014,86
The Diary of a Teenage Girl 2015,SPC,1500000.0,,2015,The Diary of a Teenage Girl 2015,100
I (2015) 2015,AaF,1400000.0,,2015,Milano 2015 2015,76
Infinitely Polar Bear 2015,SPC,1400000.0,,2015,Infinitely Polar Bear 2014,96
99 Homes 2015,BG,1400000.0,,2015,99 Homes 2014,92
Welcome Back 2015,Eros,1400000.0,,2015,Welcome Back 2015,100
The Salt of the Earth 2015,SPC,1300000.0,,2015,The Salt of the Earth 2014,96
Maps to the Stars 2015,FCW,351000.0,988000,2015,Maps to the Stars 2014,95
Iris (2015) 2015,Magn.,1300000.0,,2015,"Animitas, 2014 2015",74
The Wolfpack 2015,Magn.,1300000.0,,2015,The Wolfpack 2015,100
Veteran 2015,CJ,1200000.0,,2015,Veteran 2015,100
Goodnight Mommy 2015,RTWC,1200000.0,,2015,Goodnight Mommy 2014,95
Black Sea 2015,Focus,1200000.0,,2015,Black Sea 2014,93
Miss You Already 2015,RAtt.,1200000.0,,2015,Miss You Already 2015,100
Where Hope Grows 2015,RAtt.,1200000.0,,2015,Where Hope Grows 2014,95
Cartel Land 2015,Orch.,704000.0,422000,2015,Cartel Land 2015,100
Timbuktu 2015,Cohen,1100000.0,,2015,Timbuktu 2014,92
Dior and I 2015,Orch.,1000000.0,,2015,Dior and I 2014,93
5 Flights Up 2015,FCW,1000000.0,,2015,5 Flights Up 2014,94
Big Stone Gap 2015,PH,1000000.0,,2015,Big Stone Gap 2014,94
Gett: The Trial of Viviane Amsalem 2015,MBox,988000.0,,2015,Gett: The Trial of Viviane Amsalem 2014,97
Boruto: Naruto the Movie 2015,Elev.,920000.0,,2015,Boruto: Naruto the Movie 2015,100
Singh is Bling 2015,Eros,919000.0,,2015,Singh Is Bliing 2015,97
ABCD (Any Body Can Dance) 2 2015,UTV,892000.0,,2015,ABCD (Any Body Can Dance) 2013,94
Mustang 2015,Cohen,845000.0,,2015,Mustang 2015,100
Labyrinth of Lies 2015,SPC,794000.0,,2015,Labyrinth of Lies 2014,95
The D Train 2015,IFC,673000.0,102000,2015,The D Train 2015,100
Seymour: An Introduction 2015,IFC,744000.0,,2015,Seymour: An Introduction 2014,97
Tangerine 2015,Magn.,702000.0,,2015,Tangerine 2015,100
Red Army 2015,SPC,695000.0,,2015,Red Army 2014,92
The Stanford Prison Experiment 2015,IFC,661000.0,,2015,The Stanford Prison Experiment 2015,100
The Assassin 2015,WGUSA,633000.0,,2015,The Assassin 2015,100
"Kumiko, The Treasure Hunter 2015",Ampl.,623000.0,,2015,"Kumiko, the Treasure Hunter 2014",97
Welcome to Me 2015,Alc,609000.0,,2015,Welcome to Me 2014,94
Black Panthers: Vanguard of the Revolution 2015,PBS,517000.0,67200,2015,The Black Panthers: Vanguard of the Revolution 2015,96
Detective Byomkesh Bakshy 2015,Yash,579000.0,,2015,Detective Byomkesh Bakshy! 2015,98
Freeheld 2015,LGF,573000.0,,2015,Freeheld 2015,100
When Marnie Was There 2015,GK,561000.0,,2015,When Marnie Was There 2014,96
Gabbar is Back 2015,Eros,535000.0,,2015,Gabbar is Back 2015,100
The Last - Naruto the Movie 2015,Elev.,524000.0,,2015,The Last: Naruto the Movie 2014,95
Peggy Guggenheim Art Addict 2015,SD,498000.0,,2015,Peggy Guggenheim: Art Addict 2015,98
Phantom (2015) 2015,UTV,490000.0,,2015,Phantom 2015,77
Somewhere Only We Know 2015,CL,482000.0,,2015,Somewhere Slow 2013,74
Let's Get Married 2015,CL,463000.0,,2015,Let's Get Married 2015,100
Bombay Velvet 2015,FIP,451000.0,,2015,Bombay Velvet 2015,100
Attack on Titan: Part 1 2015,FUN,450000.0,,2015,Attack on Titan: Part 1 2015,100
The Third Man (2015 re-release) 2015,Rialto,449000.0,,2015,The Third Way of Love 2015,65
Saint Laurent 2015,SPC,429000.0,,2015,Saint Laurent 2014,94
Listen to Me Marlon 2015,SHO,426000.0,,2015,Listen to Me Marlon 2015,100
Heart of a Dog 2015,Abr.,421000.0,,2015,Heart of a Dog 2015,100
The Witness (Wo shi zheng ren) 2015,CL,418000.0,,2015,The Witnesses of the War 2012,69
Unbranded 2015,Grav.,410000.0,,2015,Unbranded 2015,100
The Second Mother 2015,Osci.,377000.0,,2015,The Second Mother 2015,100
Kahlil Gibran's The Prophet (Gathr) 2015,Gathr,370000.0,,2015,Ayn Rand & the Prophecy of Atlas Shrugged 2011,63
Katti Batti 2015,UTV,365000.0,,2015,Katti Batti 2015,100
Kahlil Gibran's The Prophet 2015,GK,355000.0,,2015,Mission: The Prophet 2012,70
Effie Gray 2015,AF,353000.0,,2015,Effie Gray 2014,93
Noble 2015,Asp.,347000.0,,2015,Noble 2019,90
Northern Limit Line 2015,WGUSA,338000.0,,2015,Northern Limit Line 2015,100
Shamitabh 2015,Eros,325000.0,,2015,Shamitabh 2015,100
Jafar Panahi's Taxi 2015,KL,322000.0,,2015,Jawani Phir Nahi Ani 2015,69
Good Kill 2015,IFC,316000.0,,2015,Good Kill 2014,93
Running Man (2015) 2015,CL,311000.0,,2015,Running Man 2015,82
Attack on Titan: Part 2 2015,FUN,306000.0,,2015,Attack on Titan: Part 1 2015,96
Theeb 2015,FM,283000.0,,2015,Theeb 2014,90
White God 2015,Magn.,282000.0,,2015,White God 2014,93
A Borrowed Identity 2015,Strand,282000.0,,2015,A Taboo Identity 2017,80
In the Name of my Daughter 2015,Cohen,278000.0,,2015,In the Name of My Daughter 2014,97
Hitchcock/Truffaut 2015,Cohen,260000.0,,2015,Hitchcock/Truffaut 2015,100
Love (2015) 2015,Alc,249000.0,,2015,I Love... 2015,80
Tevar 2015,Eros,236000.0,,2015,Tevar 2015,100
20 Once Again 2015,CJ,235000.0,,2015,Once Again 2010,85
Slow West 2015,A24,229000.0,,2015,Slow West 2015,100
A Royal Night Out 2015,ADC,228000.0,,2015,A Royal Night Out 2015,100
A Pigeon Sat on a Branch Reflecting on Existence 2015,Magn.,223000.0,,2015,A Pigeon Sat on a Branch Reflecting on Existence 2014,98
Pyaar Ka Punchnama 2 2015,Rel.,223000.0,,2015,Pyaar Ka Punchnama 2 2015,100
Fall in Love Like a Star 2015,CL,213000.0,,2015,Fall in Love Like a Star 2015,100
Dark Places 2015,A24,209000.0,,2015,Dark Places 2015,100
Heneral Luna 2015,Abr.,206000.0,,2015,Heneral Luna 2015,100
Gemma Bovery 2015,MBox,192000.0,,2015,Gemma Bovery 2014,94
The Connection 2015,Drft.,191000.0,,2015,The Connection 2018,95
Love and Lost (Shi Gu) 2015,CL,189000.0,,2015,Love at Last Sight 2015,76
Stonewall (2015) 2015,RAtt.,188000.0,,2015,Stonewall 2015,80
Maggie 2015,RAtt.,187000.0,,2015,Maggie 2015,100
Detective K: Secret of the Lost Island 2015,CJ,185000.0,,2015,Detective K: Secret of the Lost Island 2015,100
The Priests 2015,CJ,185000.0,,2015,The Priests 2015,100
The Farewell Party 2015,Gold.,173000.0,,2015,The Farewell Party 2014,96
A Brilliant Young Mind 2015,Gold.,172000.0,,2015,A Brilliant Young Mind 2014,96
Time Out of Mind 2015,IFC,167000.0,,2015,Time Out of Mind 2014,95
Snow Girl and the Dark Crystal 2015,WGUSA,165000.0,,2015,Zhongkui: Snow Girl and the Dark Crystal 2015,88
C'Est Si Bon 2015,CJ,164000.0,,2015,C'est Si Bon 2015,100
The Last Women Standing 2015,CL,163000.0,,2015,The Last Women Standing 2015,100
5 to 7 2015,IFC,163000.0,,2015,5 to 7 2014,91
After The Ball 2015,Free,162000.0,,2015,After the Ball 2015,100
Human Capital 2015,FM,159000.0,,2015,Human Capital 2013,94
Experimenter 2015,Magn.,156000.0,,2015,Experimenter 2015,100
Desert Dancer 2015,Rela.,155000.0,,2015,Desert Dancer 2014,94
Samba 2015,BG,152000.0,,2015,Samba 2014,90
The Tribe 2015,Drft.,151000.0,,2015,The Tribe 2014,93
Forever Young (2015) 2015,CL,150000.0,,2015,Forever Young 2010,84
The New Girlfriend 2015,Cohen,147000.0,,2015,The New Girlfriend 2014,96
Tangerines 2015,Gold.,145000.0,,2015,Tangerine 2015,97
Manglehorn 2015,IFC,143000.0,,2015,Manglehorn 2014,93
Ingrid Bergman: In Her Own Words 2015,Rialto,138000.0,,2015,Ingrid Bergman: In Her Own Words 2015,100
Twenty (2015) 2015,CJ,136000.0,,2015,Twenty13 2015,77
La Sapienza 2015,KL,135000.0,,2015,La Prenda 2015,80
Mississippi Grind 2015,A24,131000.0,,2015,Mississippi Grind 2015,100
A Journey Through Time with Anthony 2015,CL,127000.0,,2015,A Journey Through Time with Antony 2015,99
Boulevard 2015,SM,126000.0,,2015,Boulevard 2014,93
Z for Zachariah 2015,RAtt.,121000.0,,2015,Z for Zachariah 2015,100
Do I Sound Gay? 2015,IFC,119000.0,,2015,Do I Sound Gay? 2014,95
Love Live! The School Idol Movie 2015,AZ,116000.0,,2015,Love Live! The School Idol Movie 2015,100
She's Funny That Way 2015,LGP,112000.0,,2015,She's Funny That Way 2014,96
Memories of the Sword 2015,WGUSA,111000.0,,2015,Memories of the Sword 2015,100
The Look of Silence 2015,Drft.,109000.0,,2015,The Look of Silence 2014,96
The Beauty Inside 2015,WGUSA,108000.0,,2015,The Beauty Inside 2015,100
The Chronicles of Evil 2015,CJ,105000.0,,2015,Chronicles of Evil 2015,92
Every Secret Thing 2015,SM,104000.0,,2015,Every Secret Thing 2014,96
Ghost in the Shell: The New Movie 2015,FUN,101000.0,,2015,Ghost in the Shell: The New Movie 2015,100
Black Souls (Anime Nere) 2015,Alc,101000.0,,2015,Black Souls 2014,67
A Poem Is a Naked Person (2015 re-issue) 2015,Jan.,96600.0,,2015,A Promise Is a Promise 2010,58
Saving Mr. Wu 2015,UEP,92700.0,,2015,Saving Mr. Wu 2015,100
The Tales of Hoffmann (2015 re-issue) 2015,Rialto,91900.0,,2015,The Tale of Allen Grey 2015,64
Christmas Eve 2015,Ampl.,91300.0,,2015,Christmas Eve 2015,100
Queen of Earth 2015,IFC,91200.0,,2015,Queen of Earth 2015,100
Hero (2015) 2015,Eros,88700.0,,2015,NHRA la 2015 2015,79
Sunshine Superman 2015,Magn.,88100.0,,2015,Sunshine Superman 2014,95
Heaven Knows What 2015,RTWC,80700.0,,2015,Heaven Knows What 2014,95
Nasty Baby 2015,Orch.,79800.0,,2015,Nasty Baby 2015,100
The Wonders 2015,Osci.,73400.0,,2015,The Wonders 2013,94
Predestination 2015,VE,68400.0,,2015,Predestination 2014,95
People Places Things 2015,TFA,67000.0,,2015,People Places Things 2015,100
Eden 2015,BG,65500.0,,2015,Eden 2015,100
The Duke of Burgundy 2015,IFC,64500.0,,2015,The Duke of Burgundy 2014,96
The Office 2015,CL,63700.0,,2015,The Fire 2015,86
Flowers 2015,MBox,61600.0,,2015,Flowers 2015,100
Only You 2015,CL,61600.0,,2015,Only You 2015,100
Girlhood (2015) 2015,Strand,60800.0,,2015,Girlhood 2014,73
Jauja 2015,CGld,60200.0,,2015,Jauja 2014,90
Gueros 2015,KL,60100.0,,2015,Guest 2015,86
I Smile Back 2015,BG,58700.0,,2015,I Smile Back 2015,100
The Ark of Mr. Chow 2015,CL,54100.0,,2015,The Ark of Mr Chow 2015,98
Love Thy Nature 2015,ITL,41100.0,11800,2015,Love Thy Nature 2014,95
The Advocate: A Missing Body 2015,CJ,50200.0,,2015,The Advocate: A Missing Body 2015,100
Heist (2015) 2015,LGP,50100.0,,2015,Heist 2015,74
Difret 2015,TA,49700.0,,2015,Difret 2014,91
Appropriate Behavior 2015,Grav.,46900.0,,2015,Appropriate Behavior 2014,96
Beyond the Reach 2015,RAtt.,45900.0,,2015,Beyond the Reach 2014,95
The Salvation 2015,IFC,44900.0,,2015,The Salvation 2014,94
Madame Bovary 2015,Alc,44200.0,,2015,Madame Bovary 2014,94
Charlie's Country 2015,MR,42900.0,,2015,Charlie's Country 2013,95
Pearl Button 2015,KL,42200.0,,2015,The Pearl Button 2015,89
Queen and Country 2015,BBC,41300.0,,2015,For Queen and Country 2010,88
The Phone 2015,CJ,40500.0,,2015,The Phone 2015,100
What Our Fathers Did: A Nazi Legacy 2015,Osci.,40100.0,,2015,What Our Fathers Did: A Nazi Legacy 2015,100
Lila & Eve 2015,Gold.,38300.0,,2015,Lila & Eve 2015,100
Before We Go 2015,RTWC,37200.0,,2015,Before We Go 2014,94
The Mafia Only Kills in Summer 2015,Distrib.,37100.0,,2015,The Mafia Kills Only in Summer 2013,83
Knock Knock 2015,LGP,36300.0,,2015,Knock Knock 2015,100
Kindergarten Teacher 2015,KL,36200.0,,2015,The Kindergarten Teacher 2014,89
Welcome to Leith 2015,FRun,36000.0,,2015,Welcome to Leith 2015,100
Wild City 2015,WGUSA,34900.0,,2015,Wild City 2015,100
The Forbidden Room 2015,KL,34400.0,,2015,The Forbidden Room 2015,100
Song One 2015,TFA,32299.0,,2015,Song One 2014,92
Love Forecast 2015,CJ,32200.0,,2015,Love Forty 2019,79
"Out 1, noli me tangere 2015",CFilms,31500.0,,2015,Out of Anger 2019,68
"3 1/2 Minutes, 10 Bullets 2015",Part.,30400.0,,2015,"3½ Minutes, Ten Bullets 2015",83
Paulette 2015,Cohen,29500.0,,2015,Paulette 2012,92
The Cut 2015,Strand,28100.0,,2015,The Cult 2015,96
The Keeping Room 2015,Drft.,27200.0,,2015,The Keeping Room 2014,95
Big Game 2015,EC,24600.0,,2015,Big Game 2014,92
Kill Me Three Times 2015,Magn.,24300.0,,2015,Kill Me Three Times 2014,96
"Hippocrates, Diary of a French Doctor 2015",Distrib.,23100.0,,2015,Hippocrates: Diary of a French Doctor 2014,98
Court 2015,Zeit.,22900.0,,2015,Courted 2015,91
Salut D'Amour 2015,CJ,22500.0,,2015,Salut d'Amour 2015,100
Mediterranea 2015,IFC,22100.0,,2015,Mediterranea 2015,100
Noma - My Perfect Storm 2015,Magn.,21100.0,,2015,Noma My Perfect Storm 2015,96
The Little Death 2015,Magn.,18200.0,,2015,The Little Death 2010,95
Gangnam 1970 2015,CJ,18000.0,,2015,Gangnam Blues 2015,74
Strangerland 2015,Alc,17500.0,,2015,Strangerland 2015,100
Eastern Boys 2015,FRun,16800.0,,2015,Eastern Boys 2013,94
Extraction 2015,LGP,16800.0,,2015,Extraction 2015,100
Eva 2015,Wein.,16700.0,,2015,Eva 2015,100
The World of Kanako 2015,Drft.,16600.0,,2015,The World of Kanako 2014,96
Zombeavers 2015,Free,14900.0,,2015,Zombeavers 2014,93
The Hallow 2015,IFC,13900.0,,2015,The Hallow 2015,100
Amour Fou 2015,FM,13700.0,,2015,Amour Fou 2014,93
Arabian Nights: Volume 1 - The Restless One 2015,KL,12300.0,,2015,Arabian Nights: Volume 1 - The Restless One 2015,100
Of Horses and Men 2015,MBox,11900.0,,2015,Of Horses and Men 2013,95
Marie's Story 2015,FM,11700.0,,2015,Marie's Story 2014,94
1001 Grams 2015,KL,11000.0,,2015,10 Grams 2015,93
Empire of Lust 2015,CJ,10700.0,,2015,Empire of Lust 2015,100
The Forecaster 2015,FOR,10200.0,,2015,The Forecaster 2014,95
Still Life (2015) 2015,Trib.,9500.0,,2015,Still Life 2011,81
Every Thing Will be Fine 2015,IFC,9200.0,,2015,Every Thing Will Be Fine 2015,100
The Lesson 2015,FM,9000.0,,2015,The Lesson 2015,100
An Eye for Beauty 2015,MR,9000.0,,2015,An Eye for Beauty 2014,95
Northern Soul 2015,Free,8900.0,,2015,Northern Soul 2014,94
The Girl in the Book 2015,Free,8200.0,,2015,The Girl in the Book 2015,100
Steak (R)evolution 2015,KL,8000.0,,2015,Steak (R)evolution 2014,96
On the Way to School 2015,Distrib.,7400.0,,2015,on the way to school 2015,100
Hungry Hearts 2015,IFC,6900.0,,2015,Hungry Hearts 2014,94
Steve McQueen: The Man & Le Mans 2015,FR,6800.0,,2015,Steve McQueen: The Man & Le Mans 2015,100
Arabian Nights: Volume 2 - The Desolate One 2015,KL,6400.0,,2015,Arabian Nights: Volume 2 - The Desolate One 2015,100
Alleluia 2015,MBox,6300.0,,2015,Alléluia 2012,85
Barely Lethal 2015,A24,6100.0,,2015,Barely Lethal 2015,100
Chic! 2015,Distrib.,5600.0,,2015,Chic! 2015,100
Far from Men 2015,Trib.,5300.0,,2015,Far from Men 2014,94
The Dead Lands 2015,Magn.,5200.0,,2015,The Dead Lands 2014,95
Jenny's Wedding 2015,IFC,4700.0,,2015,Jenny's Wedding 2015,100
Against the Sun 2015,TAFC,4600.0,,2015,Against the Sun 2014,95
Ashby 2015,TFA,4600.0,,2015,Ashby 2015,100
Arabian Nights: Volume 3 - The Enchanted One 2015,KL,4500.0,,2015,Arabian Nights: Volume 3 - The Enchanted One 2015,100
The Summer of Sangaile 2015,Strand,4500.0,,2015,The Summer of Sangaile 2015,100
Club Life 2015,Orch.,4400.0,,2015,Club Life 2015,100
Back to the Jurassic 2015,CJ,4400.0,,2015,Back to the Jurassic 2015,100
In the Basement 2015,Strand,3600.0,,2015,In the Basement 2014,95
Fidelio: Alice's Odyssey 2015,FRun,3600.0,,2015,Fidelio: Alice's Odyssey 2014,97
That Sugar Film 2015,Gold.,3500.0,,2015,That Sugar Film 2014,95
Xenia 2015,Strand,3200.0,,2015,Xenia 2014,90
The Iron Ministry 2015,Icar.,3200.0,,2015,The Iron Ministry 2014,95
The Lady in the Car with Glasses and a Gun 2015,Magn.,2200.0,,2015,The Lady in the Car with Glasses and a Gun 2015,100
Stations of the Cross 2015,FM,1500.0,,2015,Stations of the Cross 2014,96
Skin Trade 2015,Magn.,1200.0,,2015,Skin Trade 2010,93
Thanks to My Friends 2015,Distrib.,900.0,,2015,Thanks for Being My Friend 2018,79
REC 4: Apocalypse 2015,Magn.,800.0,,2015,[REC] 4: Apocalypse 2014,93
It's All So Quiet (Boven is het stil) 2015,BWP,700.0,,2015,It's All So Quiet 2013,66
Tough Being Loved By Jerks 2015,KL,700.0,,2015,Tough Love 2015,65
The Chambermaid 2015,FM,300.0,,2015,The Chambermaid 2018,95
Captain America: Civil War 2016,BV,408100000.0,745200000,2016,Captain America: Civil War 2016,100
Rogue One: A Star Wars Story 2016,BV,532200000.0,523900000,2016,Rogue One: A Star Wars Story 2016,100
Finding Dory 2016,BV,486300000.0,542300000,2016,Finding Dory 2016,100
Zootopia 2016,BV,341300000.0,682500000,2016,Zootopia 2016,100
The Jungle Book (2016) 2016,BV,364000000.0,602500000,2016,The Jungle Book 2016,85
The Secret Life of Pets 2016,Uni.,368400000.0,507100000,2016,The Secret Life of Pets 2016,100
Batman v Superman: Dawn of Justice 2016,WB,330400000.0,543300000,2016,Batman v Superman: Dawn of Justice 2016,100
Fantastic Beasts and Where To Find Them 2016,WB,234000000.0,580000000,2016,Fantastic Beasts and Where to Find Them 2016,100
Deadpool 2016,Fox,363100000.0,420000000,2016,Deadpool 2016,100
Suicide Squad 2016,WB,325100000.0,421700000,2016,Suicide Squad 2016,100
Doctor Strange 2016,BV,232600000.0,445100000,2016,Doctor Strange 2016,100
Moana 2016,BV,248800000.0,394600000,2016,Moana 2016,100
Sing 2016,Uni.,270400000.0,363800000,2016,Sing 2016,100
The Mermaid (Mei ren yu) 2016,Sony,3200000.0,550600000,2016,The Mermaid Kingdom 2016,72
X-Men: Apocalypse 2016,Fox,155400000.0,388500000,2016,X-Men: Apocalypse 2016,100
Kung Fu Panda 3 2016,Fox,143500000.0,377600000,2016,Kung Fu Panda 3 2016,100
La La Land 2016,LG/S,151100000.0,295000000,2016,La La Land 2016,100
Warcraft 2016,Uni.,47400000.0,386300000,2016,Warcraft 2016,100
Jason Bourne 2016,Uni.,162400000.0,253100000,2016,Jason Bourne 2016,100
Ice Age: Collision Course 2016,Fox,64099999.0,344500000,2016,Ice Age: Collision Course 2016,100
Independence Day: Resurgence 2016,Fox,103100000.0,286500000,2016,Independence Day: Resurgence 2016,100
Monster Hunt 2016,FR,32800.0,385300000,2016,Monster Hunt 2015,94
The Legend of Tarzan 2016,WB,126600000.0,230100000,2016,The Legend of Tarzan 2016,100
The Angry Birds Movie 2016,Sony,107500000.0,244800000,2016,The Angry Birds Movie 2016,100
Trolls 2016,Fox,153700000.0,193200000,2016,Trolls 2016,100
Star Trek Beyond 2016,Par.,158800000.0,184600000,2016,Star Trek Beyond 2016,100
Now You See Me 2 2016,LG/S,65099999.0,269800000,2016,Now You See Me 2 2016,100
The Conjuring 2 2016,WB (NL),102500000.0,217900000,2016,The Conjuring 2 2016,100
Passengers (2016) 2016,Sony,100000000.0,203100000,2016,Passengers 2016,81
Dangal 2016,UTV,12400000.0,290500000,2016,Dangal 2016,100
Alice Through the Looking Glass 2016,BV,77000000.0,222400000,2016,Alice Through the Looking Glass 2016,100
Miss Peregrine's Home for Peculiar Children 2016,Fox,87200000.0,209200000,2016,Miss Peregrine's Home for Peculiar Children 2016,100
Teenage Mutant Ninja Turtles: Out of the Shadows 2016,Par.,82100000.0,163600000,2016,Teenage Mutant Ninja Turtles: Out of the Shadows 2016,100
Assassin's Creed 2016,Fox,54600000.0,186300000,2016,Assassin's Creed 2016,100
Sully 2016,WB,125100000.0,115700000,2016,Sully 2016,100
Hidden Figures 2016,Fox,169600000.0,66300000,2016,Hidden Figures 2016,100
Ghostbusters (2016) 2016,Sony,128400000.0,100800000,2016,Ghostbusters 2016,83
Inferno 2016,Sony,34300000.0,185700000,2016,Inferno 2016,100
Central Intelligence 2016,WB (NL),127400000.0,89500000,2016,Central Intelligence 2016,100
Bridget Jones's Baby 2016,Uni.,24300000.0,187700000,2016,Bridget Jones's Baby 2016,100
Me Before You 2016,WB (NL),56200000.0,152100000,2016,Me Before You 2016,100
London Has Fallen 2016,Focus,62500000.0,143200000,2016,London Has Fallen 2016,100
Arrival 2016,Par.,100500000.0,102800000,2016,Arrival 2016,100
The Monkey King 2 in 3D 2016,CL,710000.0,193000000,2016,The Monkey King 2 2016,88
Bad Moms 2016,STX,113300000.0,70700000,2016,Bad Moms 2016,100
Storks 2016,WB,72700000.0,110700000,2016,Storks 2016,100
The BFG 2016,BV,55500000.0,127900000,2016,The BFG 2016,100
The Divergent Series: Allegiant 2016,LG/S,66200000.0,113100000,2016,The Giant is Falling 2016,69
Hacksaw Ridge 2016,LGF,67200000.0,108100000,2016,Hacksaw Ridge 2016,100
The Girl on the Train (2016) 2016,Uni.,75400000.0,97800000,2016,The Girl on the Train 2016,88
Operation Mekong 2016,WGUSA,800000.0,172300000,2016,Operation Mekong 2016,100
The Huntsman: Winter's War 2016,Uni.,48400000.0,116600000,2016,The Huntsman: Winter's War 2016,100
The Magnificent Seven (2016) 2016,Sony,93400000.0,68900000,2016,The Magnificent Seven 2016,88
